Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Jan,2,Friday,Pontiac,Urban,Monday,Jan,3,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1818,1,400,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Jan,2,Wednesday,VW,Urban,Friday,Jan,3,Male,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1819,16,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Mar,3,Saturday,Mazda,Rural,Tuesday,Apr,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1820,16,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
Apr,2,Saturday,Pontiac,Urban,Tuesday,Apr,2,Female,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1821,16,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,1 year,1 vehicle,1994,Collision
Apr,2,Sunday,Pontiac,Urban,Monday,Apr,2,Female,Widow,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1822,10,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
Apr,5,Saturday,Mazda,Urban,Tuesday,May,1,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1823,4,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
May,3,Wednesday,Chevrolet,Rural,Tuesday,Sep,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1824,5,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
May,2,Saturday,Mazda,Urban,Monday,May,5,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1825,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
Jun,5,Thursday,Honda,Urban,Thursday,Jul,1,Male,Single,24,Policy Holder,Sport - Collision,Sport,more than 69000,0,1826,6,400,1,more than 30,more than 30,none,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
Sep,2,Tuesday,Chevrolet,Urban,Tuesday,Sep,4,Female,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1827,8,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
Sep,2,Thursday,Toyota,Urban,Tuesday,Oct,4,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1828,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
Oct,5,Saturday,Chevrolet,Urban,Monday,Oct,5,Male,Married,79,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1829,4,400,4,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Collision
Oct,4,Tuesday,Chevrolet,Urban,Wednesday,Oct,4,Male,Single,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1830,6,700,2,more than 30,more than 30,none,more than 7,41 to 50,Yes,No,External,more than 5,no change,1 vehicle,1994,Collision
Dec,1,Sunday,Mazda,Urban,Tuesday,Dec,1,Female,Single,19,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1831,5,400,4,more than 30,more than 30,1,2 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Liability
Nov,2,Friday,Mazda,Urban,Thursday,Nov,3,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1832,6,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Oct,4,Tuesday,Toyota,Urban,Thursday,Oct,4,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1833,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
Sep,2,Thursday,Pontiac,Urban,Friday,Sep,2,Male,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1834,1,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
Jul,2,Tuesday,Pontiac,Urban,Monday,Jul,3,Female,Single,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1835,16,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jul,1,Wednesday,Toyota,Rural,Monday,Jul,5,Male,Single,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1836,12,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
Jun,4,Monday,Chevrolet,Urban,Monday,Jun,4,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1837,1,500,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1994,Liability
Jun,3,Monday,Honda,Urban,Monday,Jun,3,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1838,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
Jun,3,Tuesday,Toyota,Urban,Thursday,Jun,4,Male,Married,56,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1839,6,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision
Jun,3,Friday,Mazda,Urban,Tuesday,Jun,3,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1840,9,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
Jun,3,Friday,Pontiac,Rural,Tuesday,Jun,3,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1841,12,400,3,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Jun,3,Friday,Pontiac,Urban,Monday,Jun,3,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1842,4,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
May,2,Monday,Toyota,Urban,Monday,May,2,Female,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1843,6,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Apr,3,Wednesday,Toyota,Urban,Wednesday,May,2,Male,Married,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1844,9,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
Mar,2,Monday,Pontiac,Urban,Wednesday,Mar,2,Male,Single,22,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1845,16,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils
Mar,5,Tuesday,Pontiac,Urban,Friday,Apr,2,Male,Married,45,Third Party,Sedan - All Perils,Sedan,more than 69000,0,1846,3,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1994,All Perils
Feb,4,Friday,Honda,Urban,Friday,Mar,1,Female,Divorced,38,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1847,9,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,5 to 8,1994,All Perils
Jan,3,Tuesday,Honda,Rural,Wednesday,Jan,3,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1848,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jan,2,Monday,Toyota,Urban,Tuesday,Jan,2,Male,Married,30,Third Party,Sedan - Liability,Sport,30000 to 39000,0,1849,10,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Liability
Jan,2,Monday,Toyota,Urban,Monday,Jan,2,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1850,2,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Jan,2,Saturday,Toyota,Urban,Tuesday,Jan,3,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1851,13,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jan,1,Friday,Honda,Urban,Monday,Jan,2,Male,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1852,11,400,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Jan,1,Friday,Pontiac,Rural,Monday,Jan,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1853,3,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
Jan,2,Sunday,Pontiac,Rural,Monday,Jan,2,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1854,15,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jan,1,Monday,Pontiac,Urban,Friday,Feb,1,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1855,13,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1994,Collision
Mar,2,Monday,Mazda,Urban,Monday,Mar,2,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1856,10,400,1,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision
Dec,5,Friday,Pontiac,Urban,Wednesday,Jan,1,Male,Single,30,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1857,4,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jan,1,Sunday,Mazda,Urban,Tuesday,Jan,1,Female,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1858,16,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Jan,1,Sunday,Mazda,Urban,Thursday,Feb,1,Male,Married,73,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1859,13,400,2,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
Dec,3,Tuesday,Mazda,Urban,Thursday,Dec,4,Male,Married,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1860,14,400,1,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Mar,2,Monday,Pontiac,Urban,Tuesday,Mar,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1861,13,700,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
Mar,2,Monday,Toyota,Urban,Thursday,Mar,2,Male,Married,50,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,1862,11,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Mar,2,Monday,Ford,Urban,Friday,Apr,1,Male,Single,29,Policy Holder,Utility - All Perils,Utility,more than 69000,1,1863,11,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Oct,1,Sunday,Toyota,Urban,Tuesday,Oct,1,Female,Married,61,Policy Holder,Sedan - Liability,Sport,less than 20000,0,1864,4,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability
Sep,5,Wednesday,Toyota,Urban,Tuesday,Oct,1,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1865,10,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
Aug,1,Wednesday,Chevrolet,Urban,Friday,Aug,1,Male,Married,75,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,1866,7,400,2,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
Jul,4,Monday,Honda,Urban,Tuesday,Jul,4,Male,Married,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1867,3,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
Jul,1,Monday,Pontiac,Urban,Monday,Jul,1,Female,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1868,2,400,4,more than 30,more than 30,1,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
Jun,3,Tuesday,Pontiac,Urban,Wednesday,Jun,3,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1869,13,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Jun,1,Sunday,Toyota,Urban,Wednesday,Jun,2,Male,Married,51,Third Party,Sedan - Collision,Sedan,more than 69000,0,1870,12,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,4 to 8 years,2 vehicles,1994,Collision
Apr,3,Friday,Toyota,Urban,Monday,Apr,4,Male,Married,40,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1871,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Apr,2,Monday,Pontiac,Urban,Monday,Apr,2,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1872,15,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Apr,2,Monday,Toyota,Urban,Monday,Apr,2,Male,Married,68,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1873,5,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils
Apr,1,Tuesday,Ford,Urban,Tuesday,Apr,1,Male,Married,51,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1874,7,400,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
Mar,2,Tuesday,Accura,Urban,Wednesday,Apr,2,Male,Married,43,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1875,8,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
Feb,4,Friday,Honda,Urban,Friday,Feb,4,Male,Single,71,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1876,11,400,1,more than 30,more than 30,1,new,over 65,No,No,External,none,no change,1 vehicle,1994,Liability
Feb,2,Wednesday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1877,9,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
Feb,2,Tuesday,Pontiac,Urban,Friday,Feb,4,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1878,1,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
Feb,1,Saturday,Pontiac,Urban,Wednesday,Feb,2,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1879,3,400,2,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
Feb,1,Friday,Mazda,Urban,Monday,Feb,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1880,15,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
Feb,1,Saturday,Pontiac,Urban,Monday,Feb,2,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1881,7,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
Mar,4,Wednesday,Dodge,Urban,Friday,Mar,4,Male,Married,53,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,1882,9,400,3,none,8 to 15,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
Mar,2,Tuesday,Honda,Urban,Friday,Jul,1,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,1883,10,400,4,more than 30,more than 30,1,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Jul,5,Thursday,Honda,Urban,Thursday,Jul,5,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1884,5,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
Nov,4,Friday,Pontiac,Urban,Wednesday,Feb,2,Male,Married,28,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1885,1,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
Aug,4,Friday,Honda,Urban,Monday,Aug,5,Female,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1886,5,400,2,more than 30,more than 30,more than 4,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
Feb,4,Monday,Pontiac,Urban,Wednesday,Mar,1,Male,Married,55,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1887,11,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,3 to 4,1994,Collision
Mar,3,Wednesday,Mecedes,Urban,Wednesday,Mar,3,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1888,15,500,4,more than 30,more than 30,1,6 years,51 to 65,No,No,External,none,2 to 3 years,1 vehicle,1994,All Perils
Mar,2,Tuesday,Chevrolet,Urban,Wednesday,Mar,2,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,1889,15,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
Mar,1,Friday,Toyota,Urban,Friday,Mar,1,Female,Married,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1890,5,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Aug,1,Saturday,Chevrolet,Urban,Thursday,Aug,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1891,1,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Collision
Aug,1,Saturday,Pontiac,Urban,Thursday,Aug,3,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1892,1,700,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Mar,3,Sunday,Ford,Urban,Tuesday,Mar,4,Male,Married,47,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,1893,11,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability
Feb,3,Saturday,Mazda,Rural,Monday,Feb,3,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1894,5,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,2,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,1895,11,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
Feb,3,Tuesday,Pontiac,Urban,Wednesday,Feb,3,Female,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1896,14,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
Feb,3,Wednesday,Honda,Urban,Friday,Feb,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1897,14,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
Feb,2,Friday,Pontiac,Urban,Thursday,Feb,3,Female,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1898,8,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
Feb,2,Thursday,Honda,Urban,Friday,Feb,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1899,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
Feb,2,Wednesday,Chevrolet,Urban,Wednesday,Feb,2,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1900,15,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
Mar,2,Wednesday,Honda,Urban,Thursday,Mar,2,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,1901,13,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability
Mar,2,Wednesday,Pontiac,Urban,Friday,Apr,1,Male,Married,28,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,1902,3,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
Feb,1,Saturday,Mazda,Urban,Monday,Feb,1,Male,Married,48,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1903,6,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision
Mar,2,Wednesday,Honda,Urban,Wednesday,Mar,4,Male,Divorced,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,1904,14,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
